	city	country	Boundary (CDP)	City Location (CDP)	lat (external)	lon (external)	Geographic group	Current Population (CDP)	pop (external)	quality flag population	area [km2] (external)	pop density (calculated from external sources)	Average annual temperature (in Celsius) (CDP)	Average altitude (m) (CDP)	mean TT [min]	CDD_23C	HDD_15.5C	CDD_23C (FMB)	HDD_15.5C (FMB)	Reporting Year (CDP)	Measurement Year (CDP)	Measurement year only (CDP)	Total City-wide Emissions (metric tonnes CO2e) (CDP)	Total Scope 1 Emissions (metric tonnes CO2e) (CDP)	Total Scope 2 Emissions (metric tonnes CO2e) (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	Gases included (CDP)	scope fraction (CDP)	TOT lower bd [tCO2]	TOT upper bd [tCO2]	TOT mean [tCO2]	S1 lower bd [tCO2]	S1 upper bd [tCO2]	S1 mean [tCO2]	S1 mean [tCO2]/cap	Scope 1 (orig)/cap	Primary Methodology (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Urban Area Cluster (FC)	Low BUA 1990 (FC)	Low BUA 2000 (FC)	Low BUA 2014 (FC)	High BUA 1990 (FC)	High BUA 2000 (FC)	High BUA 2014 (FC)	Low BUA % 1990 (FC)	Low BUA % 2000 (FC)	Low BUA % 2014 (FC)	High BUA % 1990 (FC)	High BUA % 2000 (FC)	High BUA % 2014 (FC)	Low BUA pop density 1990 (FC)	High BUA pop density 1990 (FC)	Low BUA pop density 2000 (FC)	High BUA pop density 2000 (FC)	Low BUA pop density 2014 (FC)	High BUA pop density 2014 (FC)	diesel_price (2014)	gasoline_price (2014)	household_size (updated)	year_household_size (updated)	AVERAGE CONGESTION RATE (INRIX)	INRIX CONGESTION INDEX (INRIX)	PEAK HOURS SPENT IN CONGESTION (INRIX)	RANK (INRIX)	Congestion Level (TomTom)	World Rank (TomTom)	Congestion change (TomTom)	Morning Peak (TomTom)	Evening Peak (TomTom)	human capital (IESE)	social cohesion (IESE)	economy (IESE)	public management (IESE)	governance (IESE)	environment (IESE)	mobility and transportation (IESE)	urban planning (IESE)	international impact (IESE)	technology (IESE)	CIMI (IESE)	CIMI Ranking (IESE)	CIMI Performance (IESE)	GDP-PPP combined	GDP-PPP combined/cap	s1 to use	pop to use	s1 per capita	LB S1 per capita	UB S1 per capita	s1 per gdp	LB S1 per gdp	UB S1 per gdp	MethodNum	s1 per gdp [kgCO2/USD]	GDP-PPP combined [USD]
148	San Luis Potosí	Mexico	A metropolitan area	(22.173333, -100.97005)	22.151	259.024	groupLatinAmer	824229.0	824229	1.0	1471.71	560.048514993	21.0	1998.0				2387	31	2016	2015-12-31 00:00:00	2015	1320629.99	1096122.89	224507.1		Grade A	CO2; CH4; N2O	1.0	920023.959182	1138728.28677	1029376.12297	695516.859182	914221.186767	804869.022974	0.976511410026	1.32987663623	2006 IPCC Guidelines for National Greenhouse Gas Inventories	the IPCC methodology was followed , implementing all the criteria therein following the classification.	Increased	Because in recent years the city has seen a high degree of interest of foreign companies for the installation of new industrial plants, thus the demand for jobs and resources increases, having a greater number of companies, workers they need transportation that is often itself.	San Luis Potosí Urban Area Cluster	60.1875	64.9375	64.9375	98.8125	117.4375	146.5625	0.378537735849	0.340209561231	0.307033096927	0.621462264151	0.615258677145	0.692966903073	1867.32629642	6483.27671454	1445.00111329	7189.1161688	855.696028487	7528.63144004	1.02	1.03	3.8	2016	6.9%	3.5	16.0	467.0																					804869.022974	824229.0	0.976511410026	0.843839344626	1.10918347543				3		
149	Santa Monica	USA	Administrative boundary of a local government	(34.0219, -118.4814)	34.022	241.519	groupUSA	92000.0	92478	1.0	21.8077158	4240.60918842	20.0	320.0	26.1			528	1154	2017	2015-01-03 03:15:00	2015	334591.0	119026.0	215565.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	Grade A-	CO2; CH4; N2O	1.0	242718.745165	288998.423141	265858.584153	27153.7451648	73433.4231408	50293.5841528	0.546669392965	1.29376086957	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Decreased	State renewable portfolio standard, low carbon fuel standard, electric vehicles, 15 x 15 Action Plan																				0.97	0.86	1.94	2011-2015																									50293.5841528	92000.0	0.546669392965	0.295149403965	0.798189381965				1		
150	Santarém	Portugal	Administrative boundary of a local government	(39.236669, -8.685994)	39.233	351.317	groupEurope	61752.0	61752	1.0	552.54	111.760234553	16.0	108.0	20.1123612183			73	464	2016	2006-12-31 00:00:00	2006	331717.0	245483.0	86235.0		Grade A	CO2	1.00000301462								3.97530444358	2006 IPCC Guidelines for National Greenhouse Gas Inventories		N/A		Santarém Urban Area Cluster	15.3125	21.8125	25.6875	6.625	12.5	16.5625	0.698005698006	0.622103386809	0.60798816568	0.301994301994	0.356506238859	0.39201183432	574.874527201	3273.14682424	233.913938335	2207.91927911	200.823665277	1625.94461563	1.64	1.89																											245483.0	61752.0	3.97530444358						3		
151	Santiago	Chile	A metropolitan area	(-33.44889, -70.669265)	-33.45	289.333	groupLatinAmer	7314176.0	7310000	1.0	641.0	11404.0561622	14.0	520.0	37.09			0	227	2016	2013-12-31 00:00:00	2013	31426696.8	23120027.8	8306669.0	CDP2016 TOT recalculated by summing both CDP2016 scopes.	Grade A	CO2; CH4; N2O	1.0	26669442.3359	28239113.6538	27454277.9949	18362773.3359	19932444.6538	19147608.9949	2.61787643541	3.16098871561	2006 IPCC Guidelines for National Greenhouse Gas Inventories	GPC was used for organizing information, while for the estimation of emissions (equations and emission factors) the IPCC guidelines was used.	First year of calculation	This is the firs GHG inventory for the Metropolitan Region of Santiago.	Santiago de Chile Urban Area Cluster	241.125	259.25	315.5	501.5625	540.75	585.75	0.324665488513	0.319076923077	0.350069348128	0.675334511487	0.665538461538	0.649930651872	814.085037057	9797.39222354	929.514440159	9997.20658162	1189.01828458	10819.325065	1.09	1.52	3.5	2010										71.0	79.0	40.0	125.0	110.0	39.0	91.0	96.0	71.0	129.0	62.74	85.0	RA	171.436	23929.0	19147608.9949	7314176.0	2.61787643542	2.51057307561	2.72517979521	111689.545923	107111.536293	116267.555553	3	0.111689545923	1.71436e+11
153	Guayaquil	Ecuador	Administrative boundary of a local government	(-2.170998, -79.922359)	-2.183	280.117	groupLatinAmer	2350915.0	3500000	4.0	344.5	10159.6516691	26.0					883	0	2016	2014-12-31 00:00:00	2014	6787374.0	5429899.0	1357475.0		Grade A	CO2; CH4; N2O	1.0	5795740.58382	6430972.10756	6113356.34569	4438265.58382	5073497.10756	4755881.34569	2.02299162058	2.30969601198	Other	"ISO 14064: Data generating activity Greenhouse Gas (GHG) multiplied by the emission factor (EF) or removal of GHG.
Eg = Da x EFa
Where, Eg = corresponds to the emission of GHG.
Da = corresponds to the data of GHG generating activity.
EFa = corresponds to emission factor generating activity."	First year of calculation		Santiago de Guayaquil Urban Area Cluster	70.6875	69.9375	80.9375	163.0625	181.5	199.5625	0.302406417112	0.270682148041	0.288547237077	0.697593582888	0.702467343977	0.711452762923	1010.55986799	10768.6152252	1045.29868233	11993.2772412	1189.3511205	13733.112437	0.29	0.6																											4755881.34569	3500000.0	1.35882324163	1.26807588109	1.44957060216				5		
154	Savannah	USA	Administrative boundary of a local government	(32.0835, -81.0998)	32.017	278.883	groupUSA	145674.0	146763	1.0	267.1574685	549.35016724	19.0	15.0	19.7			993	678	2017	2014-01-03 03:14:00	2014	3609546.0	2381327.0	1228219.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	Grade A	CO2; CH4; N2O	1.0	3464074.27336	3537354.11912	3500714.19624	2235855.27336	2309135.11912	2272495.19624	15.599868173	16.3469596496	International Emissions Analysis Protocol (ICLEI)	Inventory contains information on in-boundary transportation (transit, passenger, freight), electricity generation (residential, commercial and industrial) and stationary fuel combustion (residential, commercial and industrial).  All water and waste related emissions are already included in the municipal inventory.	First year of calculation		Savannah Urban Area Cluster	56.0625	56.5	58.25	86.125	90.625	93.0	0.394285714286	0.382079459003	0.385123966942	0.605714285714	0.612848689772	0.614876033058	462.607235319	850.360529154	515.89315173	972.411231019	639.051253444	1131.08265861	0.97	0.86	2.51	2011-2015																									2272495.19624	145674.0	15.599868173	15.348348184	15.8513881621				4		
155	Seattle	USA	Administrative boundary of a local government	(47.6062095, -122.3320708)	47.61	237.667	groupUSA	662400.0	704352	1.0	217.4037606	3239.83356155	11.0	15.0	27.6	42.0	1917.0	7	1690	2016	2012-12-31 00:00:00	2012	5222000.0	5150000.0	72000.0	S1 derived from TOT - S2 in CDP2016 dataset	Grade B	CO2; CH4; SF6	1.0	4560519.76519	4893733.44661	4727126.6059	4488519.76519	4821733.44661	4655126.6059	7.02766697751	7.77475845411	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	Please see detailed source notes throughout the inventory document.	Decreased	"The total amount of GHGs emitted from the core emissions sources has declined 6% between 2008 and 2014, from 3.7 to 3.5 million metric tons of CO2-equivalent (CO2e).  However, Seattle’s population grew by 13% in the same period resulting in a per person decline in emissions of 17%.
Road transportation has been the largest category of emissions since 1990. Total emissions in this sector increased between 1990 and 2008, however, they have been decreasing since 2008. Advances in vehicle technology, plus a trend towards fewer vehicle miles travelled per person, have led both to decreased absolute emissions from road transportation (down 2% since 2008) and decreased emissions per person (down 13% during this period).
Between 2008 and 2014, building-related emissions declined as a result of lower overall building energy use, particularly for residential buildings, due to energy efficiency, more multi-family living, and especially by warmer weather that reduced winter heating needs.

This decline, though modest, is more impressive considering Seattle’s population and economy have grown considerably since 1990.  On a per resident basis, Seattle’s emissions declined  22% per since 1990 and 6% since 2008.

A number of factors led to emissions decreases that counteracted the effect of population and economic growth, especially (as already noted) the decrease in carbon intensity of Seattle City Light’s electricity, more efficient cars and trucks, and building efficiency (including smaller dwellings) and fuel switching.  Increased efficiency of air travel also contributed to a decrease in GHG emissions."	Seattle Urban Area Cluster	738.0	745.625	739.625	1599.3125	1721.3125	1798.1875	0.315747252453	0.299959770693	0.291441940648	0.684252747547	0.692472090918	0.708558059352	297.69668536	1276.50362261	261.335310145	1431.61424394	250.491625752	1648.1624574	0.97	0.86	2.12	2011-2015	12.6%	9.6	55.0	23.0	0.34	53	0.03	54%	77%														267.473	73012.0	4655126.6059	662400.0	7.02766697751	6.77614698851	7.2791869665	17404.0991274	16781.206945	18026.9913098	2	0.0174040991274	2.67473e+11
156	Seoul	South Korea	Administrative boundary of a local government	(37.566535, 126.9779692)	37.567	126.967	groupAsia	10297138.0	9995784	1.0	605.21	16516.2241206	12.1	85.0	47.95	246.0	2213.0	103	2416	2016	2013-12-31 00:00:00	2013	47612664.0	25082520.0	22530144.0		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6	1.0	43081367.4899	44460579.8983	43770973.6941	20551223.4899	21930435.8983	21240829.6941	2.0627896503	2.4358729581	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	Plus, For Local Government Greenhouse Gas Inventories.,  Korea Environment Corporation, 2010,)	N/A		Seoul Urban Area Cluster	1060.125	1147.25	1198.9375	1250.5	1519.25	1748.6875	0.458804436029	0.422404270987	0.406746957296	0.541195563971	0.559370397644	0.593253042704	965.283524432	13651.9022917	952.518695849	12703.4304174	1218.95571647	12843.4587432	1.37	1.55	2.47	2017										15.0	59.0	14.0	39.0	24.0	53.0	2.0	78.0	19.0	4.0	84.91	7.0	RA	845.906	34355.0	21240829.6941	10297138.0	2.0627896503	1.9958189829	2.1297603177	25110.1537217	24294.9257836	25925.3816598	1	0.0251101537217	8.45906e+11
157	Somerville, MA	USA	Administrative boundary of a local government	(42.393449, -71.082647)	42.388	288.9	groupUSA	78900.0	81322	1.0	10.6707588	7621.01379332		4.0	29.7			3	2430	2016	2014-12-31 00:00:00	2014	586308.0	461798.0	124510.0		Grade A	CO2; CH4; N2O	1.0	507517.555364	547207.409628	527362.482496	383007.555364	422697.409628	402852.482496	5.1058616286	5.8529531052	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		First year of calculation																					0.97	0.86	2.35	2011-2015																									402852.482496	78900.0	5.10586162859	4.85434163959	5.35738161759				1		
158	Sorocaba	Brazil	Administrative boundary of a local government	(-23.4774899, -47.4220615)	-23.502	312.542	groupLatinAmer	644919.0	644919	1.0	450.38	1431.94413606	20.8	601.0				4	0	2016	2012-12-31 00:00:00	2012	1113971.0	980290.0	133680.5		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6	0.999999551155	810983.014403	840931.905581	825957.459992	677302.014403	707250.905581	692276.459992	1.07343164024	1.52002034364	2006 IPCC Guidelines for National Greenhouse Gas Inventories	"This inventory were considered for calculating the following greenhouse gases ( GHG ) : Carbon Dioxide ( CO2 ), methane ( CH4 ) , nitrous oxide ( N2O ) , Hydrochlorofluorocarbons ( HFC "" s ) , Perclorofluorcarbonos ( PFC "" s ) and hexafluoride Sulfur ( SF6 ) . , 2000 IPCC Good Practice Guidance and Management in Natural Uncertanty Greenhouse Gas Inventories ; 2006 IPCC Guidelines for National , Greenhouse Gas Inventories ISO 14064-1/2006 : To estimate GHG emissions in Sorocaba , the following references were used : Greenhouse Gases , ISO 14064-2/2007 : Greenhouse Gases , Global Protocol for Community - Scale Greenhouse Gas Emissions ( GPC ) 2012. Potential GHG Global Warming was used , according to the Second Assessment Report of the IPCC (1995 ) . The sectors analyzed were : agriculture, forestry and land use ( rice planting in irrigated systems , liming the soil , herd management and animal manure management , agricultural soil management , agricultural waste burning and land use change ) , energy ( mobile combustion , stationary combustion and electricity consumption ) ; industry , and waste ( landfill and sewage treatment ) . Databases respected in the country , as the IBGE and SEADE were used , in addition to consulting the ANP ( National Petroleum Agency ) , municipal government information , agencies and agriculture companies ."	N/A	There is only an elaborate inventory, so we can not compare emissions	Sorocaba Urban Area Cluster	77.1875	81.9375	83.1875	143.5625	154.8125	168.25	0.349660249151	0.341673182174	0.33084762615	0.650339750849	0.64555642429	0.66915237385	302.130710305	3199.47141512	279.078619319	3769.92796452	252.266208013	4462.5358457	1.02	1.27	3.25437835963	2010	10.9%	4.6	21.0	362.0																					692276.459992	644919.0	1.07343164024	1.05021252964	1.09665075084				3		
159	St Louis	USA	Administrative boundary of a local government	(38.6270025, -90.1994042)	38.627	269.802	groupUSA	319294.0	311404	1.0	160.3462809	1942.07186005	13.9	142.0	23.6			73	464	2016	2014-01-01 00:00:00	2014	8703679.12	2481945.42	6153317.9		Grade A	CO2; CH4; N2O; HFCs	0.992139439074	8384828.4707	8545446.11744	8465137.29407	2163094.7707	2323712.41744	2243403.59407	7.02613764766	7.77322912426	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	We are using the 4th edition of the Protocol.	Decreased	The City has encouraged and facilitated numerous sustainability initiatives in the past several years	St Louis Urban Area Cluster	472.875	469.75	478.8125	1171.5	1272.5	1324.25	0.287571265678	0.267568529726	0.265555131894	0.712428734322	0.724813100748	0.734444868106	267.844316173	1273.73721538	214.218966802	1258.16859886	197.093456203	1247.61287512	0.97	0.86	2.2	2011-2015	4.3%	3.4	22.0	329.0																			140.584	50070.0	2243403.59407	319294.0	7.02613764765	6.77461765865	7.27765763666	15957.7447936	15386.4932759	16528.9963114	2	0.0159577447936	1.40584e+11
160	Stockholm	Sweden	Administrative boundary of a local government	(59.3293235, 18.0685808)	59.329	18.069	groupEurope	923516.0	901000	1.0	216.0	4171.2962963	7.0	50.0	35.0	18.0	3210.0	0	3172	2017	2015-01-03 03:15:00	2015	2693442.0	1834343.0	859099.0	Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	Grade A-	CO2; CH4; N2O	1.0	1796410.48398	1859419.54443	1827915.0142	937311.483981	1000320.54443	968816.014204	1.04905168314	1.98626011894	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Decreased	"Total emissions from the categories in Stockholm estimates at system boundaries have been reduced significantly over the past 10 years. Meanwhile, the population has grown by about 200 000 inhabitants. In Stockholm, it can be said that the reduction in per capita emissions by half will depend on the actual response, half of the population growth.
The greenhouse gas emissions in Stockholm is calculated to 2.5 tonnes per capita in 2015, which can be compared to 2.6 tonnes per capita in 2014. Energy use for heating has decreased, which is due to energy efficiency measures and conversions (from oil to heat pumps). Stockholm has a clear reduction of the energy supply per capita for heating sector. Electricity use is however quite constant. The car traffic is constant in the last years even though the population has increased. However, there has been an increase in truck traffic. The overall greenhouse gas emissions from transportation is constant over the last years."	Stockholm Urban Area Cluster	187.875	204.5625	210.125	308.0	329.3125	358.0625	0.378875724729	0.377552197485	0.369816301837	0.621124275271	0.607797900565	0.630183698163	526.937137872	3793.77852093	543.382609463	4056.76564643	602.33671234	4763.09945453	1.82	1.82	2.11326885192	2016	10.7%	5.9	35.0	116.0	0.28	92	-0.01	48%	61%	75.0	54.0	24.0	81.0	30.0	4.0	7.0	66.0	37.0	55.0	77.76	25.0	RA	142.953	56250.0	968816.014204	923516.0	1.04905168314	1.01493800214	1.08316536414	6777.16462197	6556.78078796	6997.548456	1	0.00677716462197	1.42953e+11
161	Suwon	South Korea	Administrative boundary of a local government	(37.2635727, 127.0286009)	37.267	127.017	groupAsia	1221973.0	1170878	1.0	121.04	9673.47984137	13.1	75.0	43.5			103	2416	2016	2013-12-31 00:00:00	2013	5775155.0	3670140.0	2710235.0		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6	1.10479718726	5237420.92376	5401093.61847	5319257.27112	3132405.92376	3296078.61847	3214242.27112	2.63037094201	3.00345424981	2006 IPCC Guidelines for National Greenhouse Gas Inventories		Increased	"Emissions increased 2.3% from last year’s emission total of 5,749,476 tons. 
This rise was due to a short-term phenomenon of rising waste generation at factory sites within Suwon. However, aside from the waste treatment sector, other sectors saw no increase in their emission rates."																				1.37	1.55	2.68	2015																									3214242.27112	1221973.0	2.63037094201	2.56340027461	2.69734160941				3		
162	Sydney	Australia	Administrative boundary of a local government	(-33.8674869, 151.2069902)	-33.865	151.209	groupOceania	205339.0	205000	1.0	26.0	7884.61538462	20.0	39.0	33.0	140.0	335.0	32	108	2016	2015-06-30 00:00:00	2015	3556529.0	359064.0	3197465.0		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	1.0	3362870.67953	3396731.23636	3379800.95794	165405.679528	199266.236357	182335.957943	0.887975289365	1.74864005376	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	"Traditionally the City of Sydney has calculated city-wide GHG emissions based on the CCAP reporting tool by Kinesis - a private consultancy commissioned by the City. Recently the City has also developed GPC BASIC inventories for the 2005/06, 2013/14 and  2014/15 years to be compliant with the Compact of Mayors.

The GPC BASIC inventories show lower emissions compared with inventories based on the CCAP tool due to different methodologies and emissions sources. Future year’s reports may be subject to change as the City of Sydney will be updating its inventories in the short term for achieving beyond GPC BASIC compliance."	Decreased	City of Sydney emissions have decreased due to cleaning of the grid, increased network costs leading to greater awareness and behaviour change (indicating there is some price elasticity in electricity consumption), improved energy efficiency, uptake of solar PV installations and weather influences.	Sydney Urban Area Cluster	502.5	493.375	474.9375	1359.75	1440.5	1507.1875	0.269834877165	0.253549174536	0.239610266759	0.730165122835	0.740283933963	0.760389733241	209.249161629	2117.34317234	125.223819433	2278.16824866	122.704226193	2744.07201347	1.28	1.23	2.1	2011					0.39	29	0.03	67%	68%	37.0	58.0	17.0	16.0	37.0	30.0	71.0	20.0	33.0	24.0	81.14	16.0	RA	223.413	46344.0	182335.957943	205339.0	0.887975289365	0.805524910163	0.970425668563	816.138532418	740.35834767	891.918717161	1	0.000816138532418	2.23413e+11
163	Taipei City	Taiwan	Administrative boundary of a local government	(25.037525, 121.563782)	25.033	121.633	groupAsia	2704810.0	2704974	1.0	271.8	9952.07505519	23.0	60.0	35.28	936.0	101.0	310	302	2016	2014-12-31 00:00:00	2014	14957404.0	6493593.0	8463811.0		Grade A	CO2; CH4; N2O	1.0	13827090.1582	13978807.3145	13902948.7364	5363279.15821	5514996.31451	5439137.73636	2.01091305355	2.40075753935	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	Taipei city using GPC methodology to make City GHG inventory since 2014.	Increased	The greenhouse gas emissions of Taipei City in 2014 were 14,546,000 metric tons. The greenhouse gas emissions of the City present a rising tendency in 1998-2008. The increasing tendency slowed down and began to decline since the 2008. Due to the operation commencement of Mass Rapid Transit (MRT) Xinyi Line and Songshan Line and because the global average temperature in 2014 was 0.69℃ higher than that of previous years, the electricity consumption increased slightly by 0.52% compared to that in 2013. Thus the overall greenhouse gas emissions in 2014 increased compared to that in 2013	Taipei City Urban Area Cluster	436.0625	436.25	443.8125	782.0625	782.0625	792.125	0.357978450487	0.357875307629	0.359089759798	0.642021549513	0.641560705496	0.640910240202	812.007404316	8929.97845487	930.591222773	10144.9899497	1108.88918811	11398.1515661	0.98	0.98	2.63	2013																							327.295	46102.0	5439137.73636	2704810.0	2.01091305355	1.98286724695	2.03895886015	16618.4565495	16386.6822231	16850.2308758	1	0.0166184565495	3.27295e+11
164	Taoyuan	Taiwan	Administrative boundary of a local government	(24.993628, 121.30098)	24.991	121.314	groupAsia	2153521.0	2116988	1.0	1220.95	1733.88590851	23.0					310	302	2017	2014-01-03 03:14:00	2014	35764526.0208	21143194.6	14621331.42	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	1.0	34864590.5004	34985384.9674	34924987.7339	20243259.0796	20364053.5466	20303656.3131	9.42812088347	9.81796536927	2006 IPCC Guidelines for National Greenhouse Gas Inventories	For level of confidence, we multiply the accuracy level of collected activity data by the accuracy level of emission coefficients used.Accuracy level classification for activity data:?H?Regional statistics data :1?M?Cities statistics data:2?L?Central statistics data:3Accuracy level classification for emission coefficients:?H?Regional emission coefficients: 1 ?M?National emission coefficients: 2?L?International emission coefficients: 3The overall result is 5.13, the score falls within range 4-7, which was classified as medium level of confidence	Increased	Our industry is growing continuously, so our total emission is slowly increasing. The sectors with increasing emissions are: industrial energy (fuel) by 14.2%; industrial processes and product use by 12.1%; buildings and AFOLU by 3.7%. The sectors with emission reductions are: agriculture by 0.4%; industrial energy (electricity) by 0.04%.																				0.98	0.98	2.89	2013					0.3	80	0.04	42%	61%														86.782	42168.0	20303656.3131	2153521.0	9.42812088347	9.40007507686	9.45616669009	233961.608549	233265.643562	234657.573536	3	0.233961608549	86782000000.0
165	Tokyo	Japan	Administrative boundary of a local government	(35.6896342, 139.6921007)	35.683	139.683	groupAsia	13513734.0	13513734	1.0	2191.0	6167.83842994	16.6		34.8	392.0	1065.0	124	1873	2016	2014-03-31 00:00:00	2014	70125000.0	27611000.0	42515000.0		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	1.00001426025	69032519.2673	69172148.6914	69102333.9793	26518519.2673	26658148.6914	26588333.9793	1.96750461266	2.04318066346	Other	The guideline set by the Ministry of environmnet , Japan	Stayed the same	No change compared with the previous fiscal year. GHG emissions decreased due to the progress of users' energy efficiency but, at the same time, increased due to a worsening electricity CO2 emission coefficient	Tokyo Urban Area Cluster	2262.5	2251.25	2117.875	5290.4375	5629.875	6065.125	0.299552326495	0.284145591089	0.258814004644	0.700447673505	0.710584857138	0.741185995356	465.144793659	5657.54022433	448.802393069	5825.82918629	424.20055147	5966.65466633	1.1	1.38	1.99	2017										6.0	96.0	6.0	33.0	91.0	8.0	21.0	86.0	20.0	5.0	84.85	8.0	RA	1616.792	43664.0	26588333.9793	13513734.0	1.96750461266	1.96233840827	1.97267081707	16445.1172317	16401.9362214	16488.2982421	5	0.0164451172317	1.616792e+12
167	Toronto	Canada	Administrative boundary of a local government	(43.653226, -79.3831843)	43.7	280.6	groupCan	2753100.0	2810000	1.0	634.0	4432.17665615	8.0	77.0	32.8	103.0	2819.0	18	1834	2016	2013-12-31 00:00:00	2013	18320966.0	16151019.0	2169947.0		Grade A	CO2	1.0								5.86648468999	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	"Currently, Toronto’s emissions calculations focus on our major emissions sources – energy (heating and cooling), transportation (mobile sources), and waste.

a. Energy Heating and Cooling:
The City of Toronto’s emissions factors for electricity and natural gas are updated annually and based on the National Inventory Reports (Environment Canada); however, the City of Toronto adds a 10% transmission loss to the NIR figure. Additionally, data is acquired from Toronto Hydro and Enbridge Gas on the electricity and natural gas consumption of the entire city, including residential, industrial, commercial, institutional etc...

b. Transportation: 
Data are collected and standardized only for car and truck traffic through the City using four main sources: 
-truck traffic counts of over 2,000 intersections throughout the city from the City of Toronto’s Transportation Services Division
-accumulated traffic count data from years 1987 to 2009 from the City of Toronto’s Transportation Services Division
--a Canadian standard developed by a Canadian consultant

The above traffic data is then used to calculate “vehicle kilometers traveled” (VKT) and emissions factors for vehicle types are applied to calculate total emissions from mobile sources.

c. Waste: 
Tonnages of waste and approximate waste compositions are used in mass balance equations in the calculation of emissions from landfills."	Decreased	"a.  Eliminating the use of coal in the electricity mix which facilitated substantive per capita reductions in energy consumption
b.  Significantly reducing the amount of waste going to landfill, and therefore, the amount of methane gas generated

Our transportation emissions have remained the same because we have not been able to update this data for the year 2012 and so we used the same data from 2011 for our inventory."	Toronto Urban Area Cluster	419.75	422.1875	415.0	1343.25	1493.6875	1660.5	0.238088485536	0.212201174881	0.199951818839	0.761911514464	0.750761788082	0.800048181161	684.530758086	2537.37816248	529.998884473	2846.86040833	255.696876527	3424.87356351	1.16	1.17	2.9	2011	11.8%	8.4	46.0	53.0	0.3	73	0.02	50%	62%	32.0	44.0	15.0	18.0	2.0	37.0	51.0	45.0	43.0	26.0	82.85	11.0	RA	276.313	45771.0	16151019.0	2753100.0	5.86648468999			58451.896943			1	0.058451896943	2.76313e+11
169	Tucson	USA	Administrative boundary of a local government	(32.2217, -110.9265)	32.222	249.074	groupUSA	529845.0	530706	1.0	587.1766329	903.826838917	21.6	743.0	22.4			993	678	2016	2012-12-31 00:00:00	2012	6659101.0	2571089.0	4088012.0		Grade A	CO2; CH4; N2O	1.0	6129991.70801	6396524.92515	6263258.31658	2041979.70801	2308512.92515	2175246.31658	4.10543898042	4.85253045702	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)		Decreased	More efficient practices plus the impact of the recession	Tucson Urban Area Cluster	254.25	274.3125	286.5	374.1875	421.875	449.6875	0.404574838389	0.388751107174	0.389167161898	0.595425161611	0.597874224978	0.610832838102	394.837515473	1164.00259696	348.66302443	1339.49815578	366.807100137	1626.17759671	0.97	0.86	2.45	2011-2015	4.0%	2.0	10.0	717.0	0.2	138	0.01	23%	33%														41.216	41117.0	2175246.31658	529845.0	4.10543898042	3.85391899142	4.35695896942	52776.7448704	49543.3741268	56010.1156141	2	0.0527767448704	41216000000.0
